 ;;LAPORAN PENJUALAN DETAIL;;;;;;PERIODE : 01/07/26 - 31/07/26;;;;
;;INSPIRASI MEDIA KREATIF;;;;;;;;;;
;;;;;;;;;;;;
;;JL. TUKAD BATANGHARI XI NO 2;;;;;;;;;;
;;0361-4783465;;;;;;;;;;
;;-;;;;;;;;;;
 ;;;;;;;;;;;;
No Transaksi;;Tanggal;;Dept.;Kode Pel.;Nama Pelanggan;;;Alamat;;;
 ;;;;;;;;;;;;
 ;;;;;;;;;;;;
7;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;3;SAK;469.000;0;1.407.000;
8;ORI CAT 20 KG - ADULT CHICKEN & TUNA FP (SAK);ORI CAT 20 KG - ADULT CHICKEN & TUNA FP (SAK);;;;;1;SAK;426.000;0;426.000;
9;BEAUTY CAT 20KG - CHICKEN & SALMON;BEAUTY CAT 20KG - CHICKEN & SALMON;;;;;1;SAK;520.500;0;520.500;
10;LIFE CAT 20 KG;LIFE CAT 20 KG;;;;;1;SAK;515.500;0;515.500;
11;BOLT CAT SALMON 20KG FRESHPACK BULAT;BOLT CAT SALMON 20KG FRESHPACK BULAT;;;;;1;SAK;413.000;0;413.000;
12;MEO 7 KG - TUNA;MEO 7 KG - TUNA;;;;;1;SAK;251.000;0;251.000;
13;MPKM10K;MISTER PUSS KITTEN MAMA 10KG;;;;;1;SAK;218.000;0;218.000;
;;;;;; ;;;;;;
;;;;;;;24;;;;10.070.500;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;10.070.500;;
 ;;;;;;;;;;;;
JL-0011917-26;;11/07/2026;;;PL1368;SUCI MILAWATI;;;KP BAHARI V/7 RT. 001 RW. 010 KEL. TANJUNG PRIOK KEC. TANJUNG PRIOK JAKARTA UTARA DKI JAKARTA;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;2;SAK;415.000;0;830.000;
2;BOLT CAT SALMON 20KG FRESHPACK BULAT;BOLT CAT SALMON 20KG FRESHPACK BULAT;;;;;1;SAK;415.000;0;415.000;
3;BOLT CAT MOTHER&KITTEN 20KG SALMON;BOLT CAT MOTHER&KITTEN 20KG SALMON;;;;;1;SAK;471.500;0;471.500;
4;BOLT CAT MOTHER&KITTEN 20KG TUNA;BOLT CAT MOTHER&KITTEN 20KG TUNA;;;;;1;SAK;471.500;0;471.500;
5;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;1;SAK;419.000;0;419.000;
6;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;1;SAK;419.000;0;419.000;
7;CAT CHOIZE KITTEN SALMON 20KG;CAT CHOIZE KITTEN SALMON 20KG;;;;;1;SAK;471.000;0;471.000;
8;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;1;SAK;471.000;0;471.000;
9;EXCEL CAT 20 KG C&T S;EXCEL CAT 20 KG CHICK&TUNA SEGITIGA;;;;;1;SAK;423.500;0;423.500;
10;EXCEL CAT 20 KG SALMON;EXCEL CAT 20 KG SALMON KOIN;;;;;1;SAK;423.500;0;423.500;
11;EXCEL CAT 20 KG M&K;EXCEL CAT 20 KG MOTHER & KITTEN;;;;;1;SAK;470.000;0;470.000;
12;DOG CHOIZE LAMB 20KG;DOG CHOIZE LAMB 20KG;;;;;1;SAK;345.000;0;345.000;
;;;;;; ;;;;;;
;;;;;;;13;;;;5.630.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;5.630.000;;
 ;;;;;;;;;;;;
JL-0011921-26;;11/07/2026;;;PL4272;JOHAN (TOKO MAJU BERSAMA) - RIAUKEP;;;JL. NUSANTARA KM.19 RT 001/004 KIJANG, KEL. SUNGAI LEKOP, RIAUKEP  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;FELIBITE 500 GR TOT (SAK);FELIBITE 500 GR TUNA O TORO (SAK);;;;;5;SAK;440.500;0;2.202.500;
2;CHESTER 20 KG FP - TUNA;CHESTER 20 KG FP - TUNA;;;;;5;SAK;377.000;0;1.885.000;
3;MISTER PUSS TUNA 20KG;MISTER PUSS TUNA 20KG;;;;;5;SAK;380.000;0;1.900.000;
4;BOLT DOG 20KG BEEF - FRESHPACK;BOLT DOG 20KG BEEF - FRESHPACK;;;;;3;SAK;333.000;0;999.000;
5;MPKM10K;MISTER PUSS KITTEN MAMA 10KG;;;;;10;SAK;218.000;0;2.180.000;
;;;;;; ;;;;;;
;;;;;;;28;;;;9.166.500;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;9.166.500;;
 ;;;;;;;;;;;;
JL-0011955-26;;13/07/2026;;;PL7083;ELSY PURWITASARI;;;SMA 58 CIRACAS NO.10 (DEKET KELURAHAN CICARAS SAMPING INDOMARET)  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;1;SAK;471.000;0;471.000;
2;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;1;SAK;415.000;0;415.000;
3;MISTER PUSS SALMON 20KG;MISTER PUSS SALMON 20KG;;;;;1;SAK;398.000;0;398.000;
4;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;1;SAK;423.500;0;423.500;
;;;;;; ;;;;;;
;;;;;;;4;;;;1.707.500;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;1.707.500;;
 ;;;;;;;;;;;;
JL-0011959-26;;13/07/2026;;;PL7732;RICO RIZQI ZHELFIAN;;;JL. SWADAYA I/17 B RT.005/009 KEL. PEJATEN TIMUR KEC. PASAR MINGGU JAKARTA SELATAN DKI JAKARTA;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT MOTHER&KITTEN 20KG SALMON;BOLT CAT MOTHER&KITTEN 20KG SALMON;;;;;1;SAK;471.500;0;471.500;
2;BOLT CAT MOTHER&KITTEN 20KG TUNA;BOLT CAT MOTHER&KITTEN 20KG TUNA;;;;;1;SAK;471.500;0;471.500;
3;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;1;SAK;415.000;0;415.000;
4;CAT CHOIZE KITTEN SALMON 20KG;CAT CHOIZE KITTEN SALMON 20KG;;;;;1;SAK;471.000;0;471.000;
5;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;1;SAK;471.000;0;471.000;
6;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;1;SAK;419.000;0;419.000;
7;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;1;SAK;419.000;0;419.000;
8;EXCEL CAT 20 KG C&T S;EXCEL CAT 20 KG CHICK&TUNA SEGITIGA;;;;;1;SAK;423.500;0;423.500;
9;EXCEL CAT 20 KG M&K;EXCEL CAT 20 KG MOTHER & KITTEN;;;;;1;SAK;470.000;0;470.000;
10;EXCEL CAT 20 KG SALMON;EXCEL CAT 20 KG SALMON KOIN;;;;;1;SAK;423.500;0;423.500;
11;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;1;SAK;423.500;0;423.500;
12;LIFE CAT 20 KG;LIFE CAT 20 KG;;;;;1;SAK;517.500;0;517.500;
13;MEO 7 KG - PERSIAN;MEO 6.8 KG - PERSIAN;;;;;1;SAK;297.000;0;297.000;
14;MEO 7 KG - KITTEN OCEAN FISH;MEO 7 KG - KITTEN OCEAN FISH;;;;;1;SAK;297.000;0;297.000;
15;MEO 7 KG - TUNA;MEO 7 KG - TUNA;;;;;1;SAK;253.000;0;253.000;
16;TARO CAT LITTER 10 L;TARO CAT LITTER 10 L (ISI 3);;;;;3;PCS;45.500;0;136.500;
17;TOP CAT LITTER 10 L;TOP CAT LITTER 10 L (ISI 3);;;;;3;PCS;49.000;0;147.000;
18;MARKOTOPS CAT LITTER 5.5 L;PASIR MARKOTOPS 5.5 L (ISI 5);;;;;5;PCS;30.000;0;150.000;
;;;;;; ;;;;;;
;;;;;;;26;;;;6.676.500;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;6.676.500;;
 ;;;;;;;;;;;;
JL-0011968-26;;13/07/2026;;;PL4677;AHMED FAOUZI;;;JL MUJAHIDIN RT.011/002 RAMBUTAN CIRACAS( SAMPING SEKOLAHAN SMK WIJAYA KUSUMA )  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;3;SAK;415.000;0;1.245.000;
2;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;1;SAK;419.000;0;419.000;
3;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;1;SAK;471.000;0;471.000;
4;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;1;SAK;419.000;0;419.000;
5;BEAUTY CAT 20KG - CHICKEN & SALMON;BEAUTY CAT 20KG - CHICKEN & SALMON;;;;;1;SAK;523.000;0;523.000;
6;CHESTER 20 KG FP - TUNA;CHESTER 20 KG FP - TUNA;;;;;1;SAK;379.000;0;379.000;
7;PASIR MIGOO 10 L (ISI 3);PASIR MIGOO 10 L (ISI 3);;;;;3;PCS;41.000;0;123.000;
8;PASIR MIGOO 5 L (ISI 6);PASIR MIGOO 5 L (ISI 6);;;;;6;PCS;22.000;0;132.000;
9;TARO CAT LITTER 25 L;TARO CAT LITTER 25 L;;;;;3;PCS;92.000;0;276.000;
;;;;;; ;;;;;;
;;;;;;;20;;;;3.987.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;3.987.000;;
 ;;;;;;;;;;;;
JL-0011971-26;;13/07/2026;;;PL0002;TEGUH PS;;;GUNUNG PUTRI  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT MOTHER&KITTEN 20KG TUNA;BOLT CAT MOTHER&KITTEN 20KG TUNA;;;;;5;SAK;466.500;0;2.332.500;
2;MPKM10K;MISTER PUSS KITTEN MAMA 10KG;;;;;5;SAK;215.000;0;1.075.000;
3;MISTER PUSS TUNA 20KG;MISTER PUSS TUNA 20KG;;;;;5;SAK;378.000;0;1.890.000;
4;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;20;SAK;418.500;0;8.370.000;
5;EXCEL CAT 20 KG M&K;EXCEL CAT 20 KG MOTHER & KITTEN;;;;;5;SAK;465.000;0;2.325.000;
6;BOLT CAT SALMON 20KG FRESHPACK BULAT;BOLT CAT SALMON 20KG FRESHPACK BULAT;;;;;5;SAK;410.500;0;2.052.500;
7;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;5;SAK;417.000;0;2.085.000;
8;LEZATO TUNA 20KG;LEZATO TUNA 20KG;;;;;5;SAK;396.000;0;1.980.000;
9;CAT CHOIZE MOTHER & KITTEN 20KG;CAT CHOIZE MOTHER & KITTEN 20KG;;;;;3;SAK;470.000;0;1.410.000;
10;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;10;SAK;410.500;0;4.105.000;
;;;;;; ;;;;;;
;;;;;;;68;;;;27.625.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;27.625.000;;
 ;;;;;;;;;;;;
JL-0011974-26;;13/07/2026;;;PL4676;ARIYANTO - JL. BELLY;;;JL.BELLY KP.ASEM RT.011/009 KEL.CIJANTUNG KEC. PS.REBO  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;TOP CAT LITTER 5 L;TOP CAT LITTER 5 L (ISI 6);;;;;24;PCS;27.500;0;660.000;
2;TOP CAT LITTER 25 L;TOP CAT LITTER 25 L;;;;;4;PCS;105.000;0;420.000;
;;;;;; ;;;;;;
;;;;;;;28;;;;1.080.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;1.080.000;;
 ;;;;;;;;;;;;
JL-0011998-26;;13/07/2026;;;PL2606;RAHMANI;;;JL RAYA KEMANG JAK - SEL ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;TARO CAT LITTER 5 LT;TARO CAT LITTER 5 LT (ISI 6);;;;;12;PCS;25.000;0;300.000;
;;;;;; ;;;;;;
;;;;;;;12;;;;300.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;300.000;;
 ;;;;;;;;;;;;
JL-0012013-26;;13/07/2026;;;PL6167;JHONY GURNING;;;BUMI SENTOSA BLOK B-12 NO.1 RT 004/009 NAGGEWER MEKAR CIBINONG BOGOR JAWA BARAT;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;PASIR BOSSCAT 25 L;PASIR BOSS CAT 25 L;;;;;1;PCS;90.000;0;90.000;
;;;;;; ;;;;;;
;;;;;;;1;;;;90.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;90.000;;
 ;;;;;;;;;;;;
JL-0012029-26;;14/07/2026;;;PL6781;KRISNOYYA ABADI;;;MULYOREJO MEGA ASRI 110 SBY KOTA SURABAYA JAWA TIMUR;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;1;SAK;419.000;0;419.000;
;;;;;; ;;;;;;
;;;;;;;1;;;;419.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;419.000;;
 ;;;;;;;;;;;;
JL-0012037-26;;14/07/2026;;;PL6026;RIYANTO - MAMPANG;;;GG. JATI MAMPANG PRAPATAN NO.22 RT 008/001 KEL. MAMPANG PRAPATAN, KEC. MAMPANG PRAPATAN  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;2;SAK;471.000;0;942.000;
2;CAT CHOIZE KITTEN SALMON 20KG;CAT CHOIZE KITTEN SALMON 20KG;;;;;2;SAK;471.000;0;942.000;
3;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;1;SAK;419.000;0;419.000;
4;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;1;SAK;419.000;0;419.000;
5;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;2;SAK;415.000;0;830.000;
6;BOLT CAT SALMON 20KG FRESHPACK BULAT;BOLT CAT SALMON 20KG FRESHPACK BULAT;;;;;1;SAK;415.000;0;415.000;
7;BOLT CAT MOTHER&KITTEN 20KG TUNA;BOLT CAT MOTHER&KITTEN 20KG TUNA;;;;;1;SAK;471.500;0;471.500;
8;BOLT CAT MOTHER&KITTEN 20KG SALMON;BOLT CAT MOTHER&KITTEN 20KG SALMON;;;;;1;SAK;471.500;0;471.500;
9;BOLT CAT TUNA 20KG DONAT FRESHPACK;BOLT CAT TUNA 20KG DONAT FRESHPACK;;;;;1;SAK;415.000;0;415.000;
10;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;2;SAK;423.500;0;847.000;
11;EXCEL CAT 20 KG C&T S;EXCEL CAT 20 KG CHICK&TUNA SEGITIGA;;;;;1;SAK;423.500;0;423.500;
12;EXCEL CAT 20 KG M&K;EXCEL CAT 20 KG MOTHER & KITTEN;;;;;1;SAK;470.000;0;470.000;
13;EXCEL CAT 20 KG TD;EXCEL CAT 20 KG TUNA DONAT;;;;;1;SAK;423.500;0;423.500;
14;CHESTER 20 KG FP - TUNA;CHESTER 20 KG FP - TUNA;;;;;2;SAK;379.000;0;758.000;
15;HAPPY TUMMY CAT C&T 20 KG;HAPPY TUMMY CAT C&T 20 KG;;;;;1;SAK;385.500;0;385.500;
16;FELIBITE 500 GR D (SAK);FELIBITE 500 GR DONAT (SAK);;;;;1;SAK;443.000;0;443.000;
17;FELIBITE 500 GR I (SAK);FELIBITE 500 GR IKAN (SAK);;;;;1;SAK;443.000;0;443.000;
18;FELIBITE 500 GR SM (SAK);FELIBITE 500 GR SALMON MENTAI (SAK);;;;;1;SAK;443.000;0;443.000;
19;FELIBITE 500 GR TOT (SAK);FELIBITE 500 GR TUNA O TORO (SAK);;;;;1;SAK;443.000;0;443.000;
20;FELIBITE M&K 20 KG;FELIBITE MOTHER KITTEN 20 KG;;;;;1;SAK;498.500;0;498.500;
21;MISTER PUSS SALMON 20KG;MISTER PUSS SALMON 20KG;;;;;2;SAK;398.000;0;796.000;
22;MISTER PUSS TUNA 20KG;MISTER PUSS TUNA 20KG;;;;;2;SAK;398.000;0;796.000;
23;MPKM10K;MISTER PUSS KITTEN MAMA 10KG;;;;;2;SAK;228.500;0;457.000;
24;MARKOTOPS CAT LITTER 5.5 L;PASIR MARKOTOPS 5.5 L (ISI 5);;;;;10;PCS;30.000;0;300.000;
25;TOP CAT LITTER 5 L;TOP CAT LITTER 5 L (ISI 6);;;;;12;PCS;27.500;0;330.000;
26;LEZATO TUNA 20KG;LEZATO TUNA 20KG;;;;;1;SAK;398.000;0;398.000;
27;LEZATO KITTEN TUNA 20KG;LEZATO KITTEN TUNA 20KG;;;;;1;SAK;426.500;0;426.500;
;;;;;; ;;;;;;
;;;;;;;55;;;;14.406.500;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;14.406.500;;
 ;;;;;;;;;;;;
JL-0012060-26;;14/07/2026;;;PL0003;H. BAMBANG IRAWAN, S. PT;;;DEPOK DEPOK JAWA BARAT;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;6;SAK;418.500;0;2.511.000;
2;EXCEL CAT 20 KG M&K;EXCEL CAT 20 KG MOTHER & KITTEN;;;;;4;SAK;465.000;0;1.860.000;
;;;;;; ;;;;;;
;;;;;;;10;;;;4.371.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;4.371.000;;
 ;;;;;;;;;;;;
JL-0012075-26;;15/07/2026;;;PL3947;APRIYANTI TRIARINI;;;JL. MAWAR RAYA NO. 33 RT 12/10 GG. H. KUMING KALISARI 3 JAKARTA TIMUR ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT DOG 20KG LAMB - FRESHPACK;BOLT DOG 20KG LAMB - FRESHPACK;;;;;5;SAK;335.000;0;1.675.000;
2;MEO 7 KG - TUNA;MEO 7 KG - TUNA;;;;;1;SAK;253.000;0;253.000;
3;MEO 7 KG - SALMON;MEO 7 KG - SALMON;;;;;2;SAK;253.000;0;506.000;
;;;;;; ;;;;;;
;;;;;;;8;;;;2.434.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;2.434.000;;
 ;;;;;;;;;;;;
JL-0012076-26;;15/07/2026;;;PL5406;RUMAH KUCING (TOKO 3) - CISADAS;;;JL.RAYA MERCEDES BENS RT.004/04 CISADAS GN.PUTRI  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;MARKOTOPS CAT LITTER 25 L;PASIR MARKOTOPS 25 L;;;;;10;PCS;106.500;0;1.065.000;
2;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;2;SAK;415.000;0;830.000;
3;BOLT CAT MOTHER&KITTEN 20KG SALMON;BOLT CAT MOTHER&KITTEN 20KG SALMON;;;;;1;SAK;471.500;0;471.500;
4;BOLT CAT MOTHER&KITTEN 20KG TUNA;BOLT CAT MOTHER&KITTEN 20KG TUNA;;;;;1;SAK;471.500;0;471.500;
;;;;;; ;;;;;;
;;;;;;;14;;;;2.838.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;2.838.000;;
 ;;;;;;;;;;;;
JL-0012077-26;;15/07/2026;;;PL4611;MEIKE PITOKO;;;RUKO CIKEAS COUNTRY BLOK A11, JL. RAYA BOJONG NANGKA, GUNUNG PUTRI  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BEAUTY CAT 20KG - CHICKEN & SALMON;BEAUTY CAT 20KG - CHICKEN & SALMON;;;;;5;SAK;523.000;0;2.615.000;
2;LIFE CAT 20 KG;LIFE CAT 20 KG;;;;;5;SAK;517.500;0;2.587.500;
3;MEO 7 KG - KITTEN OCEAN FISH;MEO 7 KG - KITTEN OCEAN FISH;;;;;5;SAK;297.000;0;1.485.000;
4;MEO 7 KG - SALMON;MEO 7 KG - SALMON;;;;;5;SAK;253.000;0;1.265.000;
5;MEO 7 KG - TUNA;MEO 7 KG - TUNA;;;;;5;SAK;253.000;0;1.265.000;
6;MEO 7 KG - PERSIAN;MEO 6.8 KG - PERSIAN;;;;;5;SAK;297.000;0;1.485.000;
7;MARKOTOPS CAT LITTER 25 L;PASIR MARKOTOPS 25 L;;;;;10;PCS;106.500;0;1.065.000;
8;BOLT CAT SALMON 20KG FRESHPACK BULAT;BOLT CAT SALMON 20KG FRESHPACK BULAT;;;;;1;SAK;415.000;0;415.000;
9;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;1;SAK;415.000;0;415.000;
;;;;;; ;;;;;;
;;;;;;;42;;;;12.597.500;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;12.597.500;;
 ;;;;;;;;;;;;
JL-0012079-26;;15/07/2026;;;PL5251;RUMAH KUCING (TOKO 2) - GN.PUTRI;;;RUKO GRIYA BUKIT JAYA, BLOK L3 NO.7 TLAJUNG UDIK, GN.PUTRI  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;MARKOTOPS CAT LITTER 10 LTR;PASIR MARKOTOPS 10 L (ISI 3);;;;;30;PCS;52.500;0;1.575.000;
2;MARKOTOPS CAT LITTER 25 L;PASIR MARKOTOPS 25 L;;;;;40;PCS;106.500;0;4.260.000;
3;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;1;SAK;419.000;0;419.000;
4;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;1;SAK;471.000;0;471.000;
5;MARKOTOPS CAT LITTER 5.5 L;PASIR MARKOTOPS 5.5 L (ISI 5);;;;;50;PCS;30.000;0;1.500.000;
6;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;2;SAK;415.000;0;830.000;
7;BOLT CAT SALMON 20KG FRESHPACK BULAT;BOLT CAT SALMON 20KG FRESHPACK BULAT;;;;;1;SAK;415.000;0;415.000;
8;BOLT CAT TUNA 20KG DONAT FRESHPACK;BOLT CAT TUNA 20KG DONAT FRESHPACK;;;;;1;SAK;415.000;0;415.000;
;;;;;; ;;;;;;
;;;;;;;126;;;;9.885.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;9.885.000;;
 ;;;;;;;;;;;;
JL-0012089-26;;15/07/2026;;;PL5230;MIRNA FERIAN;;;JL KEBON BAWANG IX NO. 27 RT 016/001 KEBON BAWANG TANJUNG PRIOK JAKUT DKI JAKARTA;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;CUTIES CATZ 20KG FRESH PACK;CUTIES CATZ 20KG FRESH PACK;;;;;1;SAK;446.000;0;446.000;
;;;;;; ;;;;;;
;;;;;;;1;;;;446.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;446.000;;
 ;;;;;;;;;;;;
JL-0012099-26;;15/07/2026;;;PL0297;HANSEN - GAS ALAM;;;GAS ALAM DEPOK JAWA BARAT;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;MARKOTOPS CAT LITTER 25 L;PASIR MARKOTOPS 25 L;;;;;2;PCS;106.500;0;213.000;
;;;;;; ;;;;;;
;;;;;;;2;;;;213.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;213.000;;
 ;;;;;;;;;;;;
JL-0012122-26;;16/07/2026;;;PL1759;HADY (LEOPARD) - PS. MINGGU;;;JL. RAYA RAGUNAN KOMP. KEJAKSAAN AGUNG BLOK C NO.2 RT/RW 03/03 PASAR MINGGU  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;PASIR SPS (ALL VARIANT);PASIR ZEOLITE;;;;;15;SAK;20.000;0;300.000;
2;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;2;SAK;413.000;0;826.000;
3;BOLT CAT TUNA 20KG DONAT FRESHPACK;BOLT CAT TUNA 20KG DONAT FRESHPACK;;;;;1;SAK;413.000;0;413.000;
4;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;1;SAK;417.000;0;417.000;
5;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;1;SAK;417.000;0;417.000;
6;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;1;SAK;469.000;0;469.000;
7;CAT CHOIZE KITTEN SALMON 20KG;CAT CHOIZE KITTEN SALMON 20KG;;;;;1;SAK;469.000;0;469.000;
8;EXCEL CAT 20 KG M&K;EXCEL CAT 20 KG MOTHER & KITTEN;;;;;1;SAK;465.000;0;465.000;
9;FELIBITE 500 GR I (SAK);FELIBITE 500 GR IKAN (SAK);;;;;1;SAK;440.500;0;440.500;
10;MAXI CAT CHICKEN & TUNA 20KG;MAXI CAT FOOD CHICKEN TUNA 20KG;;;;;5;SAK;538.500;0;2.692.500;
11;MAXI CAT SAND 30 L;PASIR MAXI 30 L;;;;;5;SAK;160.000;0;800.000;
;;;;;; ;;;;;;
;;;;;;;34;;;;7.709.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;7.709.000;;
 ;;;;;;;;;;;;
JL-0012131-26;;16/07/2026;;;PL4677;AHMED FAOUZI;;;JL MUJAHIDIN RT.011/002 RAMBUTAN CIRACAS( SAMPING SEKOLAHAN SMK WIJAYA KUSUMA )  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;4;SAK;415.000;0;1.660.000;
2;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;1;SAK;419.000;0;419.000;
3;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;1;SAK;471.000;0;471.000;
4;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;1;SAK;419.000;0;419.000;
